"review_title","review_text","review_star","date","author","page"
"Great Product! I have bought multiple , but WARNING!!","The Roku devices are simple and easy to use. I have Roku, Apple TV, and Amazon Fire Stick. I love my Roku Streaming Sticks. These are truly simple to use that my 6yr old kid and 65yr old parents can use them. There are so many steaming app options to use it is great. My one issue is that it never shuts off. Now this might not seem that big of a deal, but if you have a limitation on internet usage, this will eat it right up. I recommend also getting an APC P8GT 8 Outlets Power Strip. This unit has a Parent/Child feature, so once you turn your TV off, the Roku, DVD Player, and another item will also power off until the TV turns back on.","4.0 out of 5 stars","Reviewed in the United States on March 29, 2019","Josh Gramlich",2
"invasive marketing questions","This device, which should in theory need to know absolutely nothing about you, DEMANDS that you:- fill out multiple annoying Captcha screens during activation- full legal name (cannot opt out)- date of birth (cannot opt out)- gender (cannot opt out, male or female only, no allowance for the people who have ambiguous genders)- credit card information (cannot opt out), even if you never want to use it through their account- which room of the house it will be used in (cannot opt out)- which room of the house all your old Roku devices that you long ago threw out are located in (cannot opt out)I will never purchase anything through this Roku account. It's invasive and I hate it. For any content that I pay for, I will pay directly, like Amazon or Hulu or HBO.","1.0 out of 5 stars","Reviewed in the United States on March 26, 2019","q290378gh9f",2
"Possible Problem: Read this review if you care about data usage...","Read this review if you care about if your ISP limits data use.A little background I am a long time cord cutter, used different devices over the years. Decided to switch due to new service only works on Roku. We use Comcast and have 1TB monthly data limit before fees hit. I also monitor using my routers traffic analyzer to see what is sucking up all my data. After using the Roku Streaming Stick+ for a few days noticed a spike in data use at AM hours and isolated the usage to my new Roku. This version of Roku has a power button to control your TV's power (very handy) Also the Roku can be powered via TV USB or external power supply if your TV's USB ports are too weak. My Roku is plugged into a power supply.**Heres the rub** So by force of habit when I finish watching TV I have been hitting the power button, TV goes off as expected, but the Roku continues to stream the streaming service I was accessing. (disclaimer only tested Prime and PSVUE so far) My router confirmed the damn thing streamed all night long (all night....all night long, dancin in the streets) with the TV off. Also confirmed by just turning the TV off and back on, what ever is being watched is still rolling.**the solution** To date I can't find a setting to time-out based on the Roku nor a method to automatically switch to standby when the TV shuts off without replacing a power strip. So my solution to date is MAKE SURE TO HIT THE HOME BUTTON BEFORE POWERING DOWN THE TV.Other than wasting my internet data it seems like a solid device will post an update if another solution presents itself.","4.0 out of 5 stars","Reviewed in the United States on February 10, 2018","S. Taylor",2
"Xfinity Stream Customer is happy!","Bought this Roku as I’m an Xfinity Stream customer. This seems to be the only solution for us that don’t want to watch/stream only on our phones or iPads but also on our TVs. I’m a die hard Amazon Fire TV/Stick customer, but Xfinity only allows their Beta app to be downloaded on Roku.Set up was easy. And I found the Xfinity app in the Roku store easily. From start to finish it took about 6 mins, from booting, to updating, to creating a Roku account, to loading my app and logging in.I like that it comes with the extension cable in case you don’t have a USB port on the back of the TV to power the device. I did splurge with this upgraded version, for 4K, but figured this was a long term investment.Very happy with my purchase!","5.0 out of 5 stars","Reviewed in the United States on November 12, 2018","Midwest Consumer",2
"Watch out for the SCAM!","I like the Roku stick but watch out for the SCAM when trying to activate. Be sure to use your computer and NOT YOUR PHONE. I first tried to activate on my phone and it would not work. It said to not try the code a second time or it could ruin your device. Then there was a phone number to call. Someone with the thickest accent answered and, OF COURSE, wanted more money to set it all up for a ONE TIME FEE. I didn't really understand what he was saying, but I remember another review saying that they wanted to charge $70 to get set up. I didn't even let the guy get that far. I said I wasn't interested in paying for activation that was supposed to be FREE, and said I would be returning the Roku stick and hung up. I then proceeded to try and activate again using my computer and I had NO PROBLEM AT ALL DOING IT BY MYSELF. You do not have to put in any credit card information if you do it this way. I would give the Roku stick 5 stars if there was not this scam out there. Thank God, for the person that posted the review about the EXTRA FEE before I bought mine. I just took the chance to order the stick because my sister has a couple and really loved it. SO, it really does work like it should, but DON'T FALL FOR THE SCAM!!!!! YOU CAN ACTIVATE YOUR DEVICE FOR FREE!!!!","3.0 out of 5 stars","Reviewed in the United States on September 30, 2020","Mary Jo Major",2
"Roku supports Charter Spectrum, so I returned my box!","I bought this to replace a cable box which wasn't being used, so I could return the box. I have Charter Spectrum which is supported by Roku. I received my Roku + yesterday and hooked it up to my living room TV to test it out.Setting It up was easy. I have it plugged into my HDMI on the TV and you have a choice of powering it through a USB port on your TV, or using the included wall plug which you plug the USB end into then plug it into an outlet, which I did.Roku takes you step by step setting it up and you do have to put in a credit card, I used PayPal. That's only if you want to watch something that's not free.I loaded the spectrum app, logged into spectrum with my username and password and have all my channels. Live and on demand. I also love the fact that when I use the Spectrum guide with the app, it only shows the channels I'm signed up for, unlike the guide on my DVR box which makes you scroll through all the channels.The remote control has a voice button that you hold down and say what you are looking for, and it takes you to the Roku app with all the results. To test it out I searched Clint Eastwood and so many movies showed up, but most of them needed to be paid for.I was also very impressed with all the movies and shows that Roku offers. Not all are free, but I set up a pin to prevent any unauthorized charges.I can't comment on the range of the wifi yet, but will update once I do.When I read the directions, there was something about using it with a 4k and there's a free adapter they will send, incase something doesn't fit. I went right onto Roku site and ordered it just to have in case I ever need it.I love this so much, I'm seriously considering getting rid of my DVR service and box on my living room TV to save more money.","5.0 out of 5 stars","Reviewed in the United States on November 26, 2017","Reezie",2
"Bad WiFi Direct","The Roku Streaming Stick + worked OK, but soon after installing it, other WiFi devices began to get kicked off the network. I noticed in the android WiFI analyzer app that someone had brought up a WiFi access point on the same channel as mine. :( It was also transmitting at a higher power than mine. I soon realized that it was the Roku stick's WiFi Direct connection to its remote. I tried changing my WAP to a different channel, but the Roku followed it there. I tried changing from 2.4 to 5Ghz, but it also followed my access point to the new frequency/channel. I reached out to Roku tech support, and they suggested that I change channels on my WAP...which I'd already done. I informed them that I'd already been down that rabbit hole and they said to try a free HDMI extender? The stick was on a 3 foot extender already. Roku used to have an option in the firmware to try to correct this issue, but they've removed it. I would have given 2 or 3 stars if they'd been more helpful. But as it is, I must highly discourage anyone from purchasing this product until they fix the WiFi design/firmware. I hope they do fix it. If not, I'd probably go for an older Roku model with an infrared remote.","1.0 out of 5 stars","Reviewed in the United States on July 26, 2018","LGE",2
"Annoyed!","I’m so annoyed with my Roku! I just received it a week ago and it has major issues. Every time I turn the TV on, it takes at least a few minutes for the Roku remote to work. I’m able to turn the volume up/down, but none of the other buttons work.I’ve also had an issue where the screen goes fuzzy (picture attached) and freezes when opening an app. I had to reset the stick.I’m using this with a new 4K LG smart tv so it can’t be an issue with compatibility. I’ve had amazon fire sticks in the past and they never had these issues!","1.0 out of 5 stars","Reviewed in the United States on December 8, 2018","Phoebe",2
"Best all-around streaming stick","The Roku Streaming Stick+ is simply awesome. It's super easy to set up, it's powered by your TV, and the signal booster that is built in to the USB cable ensures a strong wireless connection. This thing attaches entirely to the backside of your TV and is completely out of sight once it's installed. I bought this for use with a bedroom TV because I didn't want any unnecessary electronics cluttering up the room, and I couldn't be happier.","5.0 out of 5 stars","Reviewed in the United States on October 15, 2017","Carl E. Meece III",2
"WORST REMOTE EVER!! DO NOT BUY!! AVOID AVOID AVOID!!","Immediately right out of the box I had nothing but problems with the Roku remote: the ""UP"" arrow on the scrolling cross only worked about half the time (it would make the ""ding"" sound when pushed but wouldn't move anything on the screen) which for a streaming device is completely unacceptable. Think about how much time a person spends scrolling through menus! So thinking this was simply a defective remote, I bought another brand new Roku Streaming Stick+ and took the remote out of the box and synced it with my system and guess what? This time the ""Left"" button on the scrolling cross only worked about half the time (again it would make a sound but wouldn't actually do anything on the screen) AND the power button did a ""double tap"" about 75% of the time: If the TV was on and I pushed the power button I would hear two ""clicks"" and the TV would turn off and then turn back on again! Same thing if the TV was off and I hit the power button- I would hear two clicks and the TV would turn on and then turn back off. Again- completely unacceptable.And the worst part about this is that Roku has known that their remotes are cheap and inferior quality and have done NOTHING to fix them! In reading older reviews on Amazon (something I should have done before purchasing) tons of other customers have complained about the low quality of Roku remotes for the last 18 months, and while Roku has commented on a few of these reviews offering only lame platitudes, they have done NOTHING to actually fix the problem.ATTENTION ROKU: It is clear that you're losing thousands of customers due to the shoddy quality of your remote controls...maybe that's something you should address??In the meantime I returned both my Roku Streaming Stick+ and bought the Amazon Fire TV Stick 4K and found it is FAR SUPERIOR!!!!! The remote is snappy and works flawlessly, and the interface is also FAR SUPERIOR, so thank you Roku for steering me away from your brand so I could discover that the Fire TV Stick 4K is a much better option.If you're considering purchasing a Roku product, do yourself a favor and read the incredible amount of negative reviews on here BEFORE you make a purchase decision and save yourself the hassle of having to go through what I did with their bottom-tier level, inferior quality junk. (Also note that Roku's ""Customer Service"" is non-responsive and non-helpful).","1.0 out of 5 stars","Reviewed in the United States on January 23, 2019","Amazon Customer",2
"Best of the best and NO MORE CABLE!","I can't tell you how much I love this Roku compared to Amazon Fire Stick. It is AWESOME and so easy to use and set up. Everything from the packaging to the contents of the box is quality and I love that I don't need 14 remotes to watch streaming tv. Roku even comes with instructions to set it up, but really, it is so simple. You can go online and watch tutorials from Roku and so much more.I had two Fire Sticks and neither one worked with Hulu and the stick got really, really HOT when streaming live tv. I wasn't crazy about the quality of Fire Stick either, Roku is night and day and with so many more features.I read the reviews on Amazon by the guys who I felt really know what they are talking about when it comes to streaming and comparisons. When I read that CNET also recommends this fire stick I was sold, especially after all the problems I had with Fire Stick. I LOVE Amazon and Prime but the Fire Stick was a bust for me in so many ways.I am so glad to be rid of cable and their hideous bills for getting nothing to watch and a ton of aggravation. Optimum raised my basic cable bill $30.00 after 4 years of loyalty and I was DONE!! Streaming is the future and the way to go.I have a 3 yr old Samsung Smart Tv 1080P and this Roku stick works great plus I am ready in the event I decide to get a 4K tv. Don't hesitate a minute. I don't think you can go wrong with any of the Roku sticks.","5.0 out of 5 stars","Reviewed in the United States on August 17, 2018","Arlene",3
"I had to pay another $90 (in addition to the cost of the Roku device) to activate it!!!!","I previously had an older Firestick and was having some issues with it so I thought I'd try the Roku. I paid $50 for the Roku stick, thinking that was all I'd have to pay. Boy was I wrong.When I received the Roku and went to set it up, I got to an activation screen that said ""Roku does not charge for activation or support"". However, it then prompted me to go to a website and input a code, which then gave me an error message and directed me to call a phone number.Upon calling this phone number, I was told that I would have to pay a fee of either $90 or $140 to unlock my Roku device. I told the man on the phone that it says right on my screen that ""Roku does not charge for activation or support"". He said that's right, and my device is already activate. However, I can't use it unless I pay this fee.We went round and round, but ultimately I paid the $90 and my device was instantly unlocked. Had I known in advance of this extra charge, I never would have bought the Roku and would have bought another Firestick instead.With the Firestick, you just pay the one time charge and then you can use it. There's no extra ""activation"" or ""unlock"" fee (or whatever word Roku wants to call it). Buyer beware!!","2.0 out of 5 stars","Reviewed in the United States on June 5, 2020","Jack",3
"Works Great, but becareful of Overheating and Bandwidth use","Been using this for about a week now and overall I am really happy with it, but becareful of overheating and bandwidth use if your ISP is capped (mine is capped to 1.2TB per month which I need for other stuff too besides roku)Because of the overheating I had to add a fan near it and it dropped the temp from 82c to 66c in the secret screen (see pictures)to access the secret screen to see the temp hit this remote key combo:Home, Home, Home, Home, Home, Fast Forward, Pause, Rewind, Pause, Fast ForwardFor the bandwidth control you will want to go into your Router Settings (see last picture) and enable Traffic Management (QoS) and adjust the downstream to just enough for the Resolution you want to stream at, for me I use 1080p, and 3mbps down is just enough for 1080p streaming and I been able to stay around 15 to 20GB a day (0.5 to 0.8GB per hour) (450 to 600GB per month)Another thing you can do to save bandwidth is go into Roku Settings > Privacy > Advertising and check the box on ""Limit Ad Tracking"" and then restart the roku stick to apply the settingHave fun, hope this review was helpful","4.0 out of 5 stars","Reviewed in the United States on July 31, 2020","Nite",3
"Special USB To TV Adapter Needed","Works Great and have been using Roku Products since 2010. There seams to be some confusion as to what all the unit comes with, so I have attached a picture. It does have a special power cord with a built in antenna, so you cannot a standard USB to Micro USB TV Adapter. That is why they use the older style mini USB Plug into the Stick instead of the more common Micro USB Plug like is used on the Amazon Fire Sticks and the other Roku Sticks.","5.0 out of 5 stars","Reviewed in the United States on May 24, 2018","Gerald",3
