"review_title","review_text","review_star","date","author","page"
"Great for streaming content but needs a phone/computer/Google Home to work","Really easy to setup using the Google Home app. I have a Google Home mini(smart speaker) that works with this device and allows you to play and pause just by speaking, which is really nice.I like the idea of the Google Chromecast. I think it's a neat idea and it is really reliable (more so than Amazon fire TV). As long as you understand that this IS NOT a standalone device, you should be happy with it. The way it works is-you use your iOS or Android device with a compatible app (look for the cast icon), establish a connection, and then you use your phone as a remote. The Chromecast has no user interface to speak of. You pick what content you want on another device and then cast to the Chromecast. If you are watching a tv series on Netflix for instance, when the episode you are watching finishes, the next one will automatically play. You can also cast from the Chrome web browser which will let you access things like Prime Video which doesn't have casting capabilities in the mobile app. I would recommend using an app over the browser when you can, because it's a smoother experience.There are a few extras like being able to mirror the screen from your mobile device to your tv, if that is something you have a need for. You can also view your google photos in a slideshow while the chromecast is inactive. You can do this in the settings for the chromecast in the google home app. I think this is worth $35, and I would recommend it if you can deal with a slightly less conventional TV/Movie watching experience. After using this a while, I prefer it to an android tv or roku type of OS. I just think they should beef up the Google Assistant features( more like Android TV).Edit: In the time since my original review, Amazon prime video now allows for casting from the iOS and Android mobile apps. Amazon and Google are on better terms now and as a result the fire tv and echo shows now have the YouTube app again and Amazon is selling Google hardware on this site again too. Just wanted to update my review.","5.0 out of 5 stars","Reviewed in the United States on March 6, 2019","Solid Snake",2
"Total Garbage","I had high hopes, only to have them dashed by a crappy product. Immediately upon plug-in, it took about 10 minutes to ""load"" new software updates, restarting several times. Seriously, brand new product, needs 10 minutes of updates on first plug-in? Then Google wants the Home app on your phone. Ok, load that. Then you need to go through all sorts of really invasive questions and setup that Google says will give a ""better experience"". B.S. Google only wants info from to you maximize their profit. lastly, there is no real content on the device itself. Just casting from the phone or tablet. And not from every app, just ones that are casting-enabled.I was VERY disappointed. ROKU or Amazon Fire Stick is WAYYYY better. Don't waste your time with this JUNK.","1.0 out of 5 stars","Reviewed in the United States on April 2, 2019","dgal1234",2
"The best bang for your buck!!!","I am absolutely delighted with my Google Chromecast (3rd Generation)!Set up is a breeze and very user-friendly. Simply hook up the Google Chromecast (3rd Generation) to your TV and follow the simple install instructions. Then download the app to your phone such as Netflix, Disney +, Amazon Prime Video, etc. ... open the app on your phone ... select the video that you want to watch ... cast it to your TV ... and just sit back and enjoy! Your phone is your remote so you'll want to keep a phone charger nearby.Nothing has to be cracked, hacked, or unlocked. Everything streams from your phone to the TV via your Wi-Fi. It works seamlessly with both iPhone and Android. The resolution is crystal, life like, clear. I absolutely love this product!","5.0 out of 5 stars","Reviewed in the United States on December 25, 2019","William Jason Sechrist",2
"Did more then I thought!","I am not a tech person at all nor do I live in the best area for tech things to work! For starters I ordered a subscription thinking it would work on my tv. In thinking it was a smart tv in all it would work right?? Wrong of course! Well after contacting them I found out about the Google Chromecast and how it will solve my problem. Well after a few failed attempts (which I might add again I am not tech smart) I was able to get everything set up right through my phone and was pretty pleased with myself in doing so. What was really cool was not only was I able to get the subscription, I was able to do a few other things on my tv like add pictures to my screen and a whole bunch of other stuff that I have not even heard of lol. The picture quality is really good. However i still do live in an area that my wifi sucks and this runs of that. So I do get a few pauses during movies and such. Nothing new I dont deal with watching other streaming channels. Still hoping one day with all this tech stuff they can help people like me who dont live in the city!","5.0 out of 5 stars","Reviewed in the United States on February 15, 2020","Diana L.",2
"The Chromecast is part of my life now....","My god... This is so amazing... I love that stupid little puck.Originally I was going to buy an Amazon Firestick buuuut sorry Amazon, Google is connected to everything what did you expect me to do. Don't get me wrong I still own 2 other sticks for my parent's TVs in their bedroom and living room and its very easy to use simply by the use of the remote.Buuuuuut, THE CHROMECAST HAS NO LIMIT. There are TOO many apps you can connect with the casting tech. Its easy to cast, fast, and even better in video quality when compared to your phone. Sometimes a video doesn't immediately load 720p or 1080p on your phone but it's immediately HD when cast. You can turn off your phone and still see whatever you casted last. You can even connect to your TV remote so you can pause and stop casting with your TV remote. Also, that screen mirroring comes in handy every now and then!Honestly I even leave in the ambient mode just for decoration. It's AMAZING. I can watch and cast apps not on my old blue ray not my ps4 or even the Firestick. Switching from Hulu to Netflix to SlingTV to YouTube is INSTANT. No interruptions, very rare buffering and loading is quick with average internet speed. Honestly I really do reccomend this more than the Amazon Firestick. Sorry Amazon, step it up. They BARELY added YouTube as an app on the stick! Here you can even cast your computer screen on the TV! I can't reccomend it enough. Tip: don't buy the 4k version if you dont have a 4k TV.","5.0 out of 5 stars","Reviewed in the United States on July 16, 2019","Dan",2
"Remote control is STILL a disaster.","On the positive side, Google has come a long way improving the utterly disgraceful 1st Generation Chromecast's ease of installation. On the downside, they have failed miserably in remote-control (at least where YouTube TV is concerned) of content with your phone. And bear in mind, I have a GOOGLE PHONE.Two infuriating problems:1) The connection between phone and Chromecast fails within minutes of hitting Play --- and the only way you can regain control of your programming is to turn-off YouTube TV (sometimes MULTIPLE times), then HOPE you can regain control. But when you do that, you'll probably lose your place in the program you're watching.2) The FF and Rewind options are uttterly PATHETIC. You either have a 15-sec forward or back option --- both of which respond excrutiatingly slowly --- or you use the slider at the bottom of the screen. And don't even get me started on all the problems that causes --- like, again, total loss of remote control.ALL THAT SAID, if you have a Smart TV, your remote will probably control YouTube TV --- which, apart from the problems mentioned above --- is, in IMO, the best Programming Delivery platform I've ever experienced, including cable and satellite.","1.0 out of 5 stars","Reviewed in the United States on February 18, 2019","francis hare",2
"Works well with Xfinity mobile app","There is a lot of software that claims to screencast to an inexpensive TV. Skip them. We wanted to stream as much programming and DVR content to a TV when we are away from our house. Xfinity limits the live broadcasts you can stream. It seems that any programming that you finished recording can be streamed with your mobile app. If Xfinity won’t let you stream it, record it then strean the completed recording. This dongle is very easy to setup using the Google Home App. If your TV has an unused HDMI port the dongle will work for you. You do need good internet service in the area near your TV. There are plenty of youtube videos explaining Chromecasting. Once you have located the Cast button in the Xfinity App, using it is intuitive. There is very little buffering or delay and no problems with picture and voice synch. Youtube streams well using the youtube app. Haven’t yet learned to do general screen mirroring. Suspect I need another app for that.","5.0 out of 5 stars","Reviewed in the United States on February 6, 2021","Stephen Burkhardt",2
"Solved a casting issue perfectly","After cutting the cable I made the Amazon Firestick my streaming device of choice, but casting from my (android) phone never worked- the time to loss of signal was at best a few minutes and very frustrating. Because much of my favorite viewing arrives by phone I finally turned to the cheapest version of the Chromecast as an alternative to the firestick. It does not store apps but it works brilliantly for simply sending my phone screen to the TV. There is never a hiccup in the signal transmission and the video quality is excellent. For this limited purpose you can also use a VPN on your phone if you wish, it does not impede the signal at all. The setup is fairly easy and it has improved my viewing experience enormously. (The built-in screensaver is great too!)","5.0 out of 5 stars","Reviewed in the United States on June 20, 2022","Robert H. Buckley",2
"IT LET ME WATCH DISNEY+ ON MY OLD VIZIO TV!!!! I DID IT ALL FOR BABY YODA!!","I was VERY frustrated by trying to add the Disney+ app to my 5-year-old Vizio flat-screen TV. I have an iPhone and I have Wi-Fi and I pay my bills and it shouldn't be this hard to add a channel or app to my TV!! I could download the Disney+ app to my iPhone, but I couldn't get it to ""cast"" or ""mirror cast"" to my Vizio TV like so many help sites were suggesting. I was seriously thinking I needed to go buy a new TV (ugh) when I saw the Google Chromecast (3rd Generation) on Amazon and it SPECIFICALLY said it would work with the Disney+ app. So I bought it! After reading the instructions (this Chromecast doohickey plugs into an HDMI port on my TV *AND* you have to use the provided electrical cord to ALSO plug it into an outlet at the same time. This is different than the old metal Chromecast I had-and of course lost- years ago.) Then you must download the ""Google Home"" app on your smart phone and set up your TV from the app. You must have Wi-Fi access, and both your smart phone and your TV must be using the same Wi-Fi. No problem! Then it was easy to ""cast"" the Disney+ channel from my smart phone to my TV, and now I am very happy watching ""The Mandalorian"" and baby yoda on a proper large-screen TV. Thank you, Google and Amazon! This was much cheaper than buying a new TV.","5.0 out of 5 stars","Reviewed in the United States on January 6, 2020","Jillie Pintuck, Ph.D.",2
"Set Up in Seconds! Works on Old Projector!","Purchased for an old school epson moviemate projector so I could stream movies from my iPhone to watch in our backyard. My biggest concern with other adapters were restrictions in streaming Netflix or Disney+, after researching this looked to be the best option. Set up is super easy, use the google home app and you’re up and running in no time. It plugs in through hdmi and powers through a usb wall outlet, I was able to power mine directly from the built in usb in the projector. Honestly couldn’t be happier. I only wish there was an option to share my iPhone screen rather than just certain apps, but this works for what we need; a quick seamless solution to watch movies in the backyard without adding too much clutter.","5.0 out of 5 stars","Reviewed in the United States on November 7, 2020","Jim",2
"These are excellent for giving you an additional computer monitor","Want to use an additional monitor on your computer, but your computer doesn't support an additional monitor? Under the following limited circumstances, you can cast a browser tab to another monitor using this Chromecast:1. The other monitor must support HDMI inputs (so the Chromecast can connect).2. Currently only works with the Google Chrome & Microsoft Edge browsers.3. Once you cast a browser tab to the other monitor, you can minimize the original tab on your computer, giving you screen space. However, in order to interact with the screen on the other monitor, you must un-minimize the original tab & interact there.However, if you just want to start watching a video on the other monitor, this works perfectly.I have eight of these, & they work great.","5.0 out of 5 stars","Reviewed in the United States on April 6, 2021","Dean K. Gibson",3
"Works great for streaming from Phones and tablets to your TV.","This Device works great and easily with most applications on my Motorola Smartphone. Some streaming programs like Netflix and Disney+ or similar will have issues on some shows/movies and it take longer than normal to cast it to the TV. Overall, I would still purchase this device for its ease of use.I did have an issue when installing the first one on the living room TV. During Setup, the Chromecast required an update and once completed, lost contact to the device used to set it up. The Chromecast showed it was fully setup on the TV but was not detectable by any device that would normally cast to it. Restarts did not work. I had to do a hard reset and redo the Chromecast setup. Now it works great with no issue.","5.0 out of 5 stars","Reviewed in the United States on December 28, 2021","Donald Kyte",3
"My loved one","I louve this device so much that I cannot describe. I've been having it since generation 2 in all my home TVs because they are not smart. Recently I moved to a home with a smartv and honestly I still prefer chromecast and would use it in the smartv. Why? because you can use your cell phone, that is always in your hand, to control it. So it is much more practical than the TV remote control. Super recommend!","5.0 out of 5 stars","Reviewed in the United States on June 10, 2022","Cintia Gomes",3
"the best way to you tube!","I got Chromecast because I kept getting hacked and my windows key and c drive stolen on 4 PC's before I gave up using a PC to access the internet. Chromecast gives me all I need from a hunking large tower pc. I love it. you DO need a smart phone for it tho. and HDMI on your display device and a nearby USB(usually also on display device) and an internet connection and the Google Home app for control, then you're all ready to go. it also accesses Roku tv so HBO and and Starz etc. is available on it. no need for cable tv subscription from your Internet provider any longer I <U+2764><U+FE0F>Chromecast it sets me free.","5.0 out of 5 stars","Reviewed in the United States on May 2, 2022","Karen",3
"Netflix on DirecTV, woohoo!","I had recently switched from cable to satellite TV and had no way to access my Netflix or Amazon Prime accounts anymore. Several hours of Google research and I still couldn't find an easy answer. Fortunately I have one of those genius kids who looked at me like I was crazy then said, ""Mom, just get a Chromecast!"" Delivery was the next day and all my problems were solved! I can watch everything now, Netflix, Prime, YouTube, and I can cast my Spotify account, plus any FB videos, etc, anything with the casting symbol works and works well. VERY happy and bought one for my bedroom TV as well. Highly recommend!","5.0 out of 5 stars","Reviewed in the United States on April 16, 2020","Kayce",3
"Improves on older models","The first two generations of the Chromecast had issues with getting too hot, dropping the stream, freezing, etc. This one seems to have fixed those problems. It's warm to the touch when in use, but no more so than any other electronic device (i.e. Roku, Android phone, etc.) would be. it casts/mirrors exactly what is on the original source.Chromecasts don't come with a physical remote; it's simply an intermediary device to translate what you're casting to a format your TV understands. Control of the picture and sound are done by the user on the input device or the end device (i.e. a TV, via its remote).","5.0 out of 5 stars","Reviewed in the United States on January 31, 2021","Tom Barrister",3
"I prefer this style of device over say a Firestick","I'm someone who likes to not have a hundred controllers, so since this is controlled using my phone - perfect.This device also is able to get enough power from the USB port of a tv. The Firestick I have requires an outlet. This is also much snappier and responsive than a Firestick. I've used Chrome on my PC to stream to the device (there is about a 1.5s delay) as well as my phone. Quality is great (but the PC will suffer performance. I've got an insane build with a Ryzen 3900x - there are some hiccups inside Windows itself, not the device's fault. Windows doesn't really like streaming via a browser).Anyway, great device. Easy to use. Phone controlled (or PC)","5.0 out of 5 stars","Reviewed in the United States on January 2, 2021","Ace Rinehardt",3
"Great for streaming; color - meh","This streams all of my subscription services as well as content from my iPhone almost perfectly. The only issue I have with it (and another identical model I bought directly from Google that is on another TV) is the color isn't as vivid as my other streaming capable devices. The reds in the YouTube logo and videos are more dull, more brown color on both devices/TVs compared to my older PS3 and Apple TV units. I can get used to it, but I still use my PS3 for DVD and Blueray, and still use both TVs for over the air broadcasts where the color is fine, so I don't want to go messing around with picture settings. The settings on the Chromecast don't address the issue, but it's not that horrible and I'll get used to it. I would recommend it.","5.0 out of 5 stars","Reviewed in the United States on July 1, 2020","Jan M. Steen",3
"Was able to correct the format issue","Was able to correct the format issue using my tv.. but the 4K version despite not having a 4K TV. Thought I might grow into it eventually. This caused a formatting issue where it slightly zoomed in on the picture cutting off important parts of the picture. I was able to correct that by going into my TV picture formatting. Love this device. Can take things fromMy computer and project it onto my Samsung TV.","5.0 out of 5 stars","Reviewed in the United States on June 8, 2022","R. Neuman",3
"Exactly what I needed for my classes!","Setup was ridiculously easy once I installed the Google Home app. I bought the cast because I’m a teacher and we are starting STAAR review and I like walking around the classroom while I mark up sample tests along with students. So I will be using this with my projector and iPad to replace the traditional hard copy and document camera. There was no way to do that being hard wired in, so this was my solution. I did need to download a screen mirror app in order to mirror my entire screen, but that was free and perfectly complemented this item.","5.0 out of 5 stars","Reviewed in the United States on March 4, 2019","NT",3
"Fantastic!","This was what we needed to cast to our very old plasma tv set. We use our samsung tablet to cast from and we are lucky that our tablets let us use the samsung smart view to connect with instead of using the google home system. Some people had issue using the samsung smart view with the google chromecast but that is if you have the most current android system only. So we are very happy with how its worked out and now we can watch everything we want to. Setting up is very easy as well. Kudos to the latest chromecast!!","5.0 out of 5 stars","Reviewed in the United States on June 25, 2021","LAW",4
"False advertisement!","Whole reason for buying this product was to be able to stream from my phone to a tv just like that! I live in an area that i cannot get internet. But of course without a home wifi connection it does NOTHING for you. Its misleading in its description. Should have in bold letter saying needs wifi network to function!","1.0 out of 5 stars","Reviewed in the United States on February 16, 2019","Kellen Sauer",4
"Love it!","I've never had any streaming hookup to a non smart tv before. This is my first one. I picked google as I really like google products. This does exactly what I need it to do and it's very easy to use! So far it works with all the streaming services I use (YouTube, Netflix, Hulu) and it loads quickly and the picture is nice. It's also small and out of the way so I don't have to see it. Definitely recommed the Chromecast!","5.0 out of 5 stars","Reviewed in the United States on March 20, 2022","Kelly W",4
"It's a Chromecast, it just works!","I bought my Chromecast a couple of months ago to put in the guest room for when guests come over. All they have to do is cast to this instead of using our accounts on a different device and it works great, just like a Chromecast should. I've cast several things onto it to test it out including music and TV shows and it works perfectly fine. I have it powered from the TV so it takes a couple of seconds after the TV is ready for the Chromecast to be ready but it's not that noticeable. I've also added it to a speaker group and cast to that and it works great as well. Very happy!","5.0 out of 5 stars","Reviewed in the United States on November 9, 2019","Jacob R",4
"watch movies from from my phone to big screen TV","I have had other similar units before, but this one is the best, very easy to set up and use. Lots of things to stream these days, and my older TV isn't smart enough to do it on its own. All is good with this Chromecast unit. I connect it to my router, connect my phone to the router, and just 'cast' the streaming image to the large screen TV. Can't get much easier than this. Plus, as we watch the movie, on the phone, there is displayed info about the movie and the particular characters appearing at that moment. Works very well for us.","5.0 out of 5 stars","Reviewed in the United States on December 7, 2020","D. Rambow",4
"Very easy to set up and use","I recently switched to Google Chromecast because my Amazon Firestick was very finicky and many of the apps that were supported before (like Direct TV NOW) were not supported anymore or were a pain to use due to frequent crashes. I was sick of it, plain and simple. So I decided to get Google Chromecast and I'm very happy I did. It's super easy to set up with your network and phone. I like that you can cast pretty much whatever you want using your phone or computer as your source and remote. I couldn't be happier, and I liked it so much, I purchased a second one for my projector in my movie room. Perfect clarity, not glitches and works wonderfully. You can't go wrong with it. If you are on the fence about buying, just do it. You will be happy with it.","5.0 out of 5 stars","Reviewed in the United States on May 27, 2019","Hector A.",4
"Chromecast 3rd Gen - Nice, but... Disappointing!!!","I finally got around to setting up my Chromecast yesterday (Aug 3, 2020) and I have to say it was pretty straight forward. The device is small and neat. I decided to go with the Chromecast based on research done over several weeks and I had high expectations. However, I observed that it wasn't exactly as anticipated. During several different operations such as mirroring, the response was a bit sluggish and the biggest issue of all is it keeps disconnecting and becomes non-responsive, which forced me to do a reboot. Though that was done, I still experienced the issues. Honestly, it's a nice little device, but there are clearly some issues.It is important to note that during the initial setup the device did perform a automatic update, i would assume that this would correct any possible bugs. Not sure if my device may just be a bad on, but I will watch and see over the next few days, before I draw my conclusion.I will give it some time and test for the next 30 days at which point I will provide an update on my experiences. I would appreciate a feedback from Google as to the reason(s) for the issues.Update: Have been using the device for a few weeks now. However, it has not lived up to my expectations. The main issue is the device keeps losing connection and tends to reboot itself. These actions constantly disrupt my viewing pleasure and as such I am not able to truly enjoy watching movies. As such I have downgraded my rating from 3 stars to 1 star. I strongly believe a refund is in order.","1.0 out of 5 stars","Reviewed in the United States on August 4, 2020","SSS",4
"Very nice and useful, especially if your TV lacks wifi","This is very useful, so glad I bought it for my TV. I thought it would have a standalone interface (apps and stuff) and it does not, it's just used for casting. This is not negative, just something to point out.My Samsung TVs wireless capabilities stopped working but now I can still stream using the Chromecast. Having Google Assistant is also a plus as you can control volume and TV power if your TV supports HDMI control.I'd say the most important thing to keep in mind is that it doesn't have a stand alone interface like a fire stick for example, instead, your phone and it's apps is the interface.","5.0 out of 5 stars","Reviewed in the United States on January 27, 2020","Honest Reviews",4
"Great device","I am impressed with google Chromecast. You can literally project your whole desktop from both windows and mac by choosing to cast feature and selecting the desktop from chrome browser. You can also project an individual tab or file. While casting tab, you can also transfer sound for both mac and windows. While casting desktop, windows transfers sound also but mac does not. So the sound comes from the computer. It naturally works for Chromebooks perfectly for both picture and sound. Don't waste your money on cheap dongles that they promise to work with Miracast and airplay. They are all terrible. From your mobile device, you can cast most applications.","5.0 out of 5 stars","Reviewed in the United States on September 23, 2019","A. Doyuran",4
"I Bought Two of These","I saw rave reviews about these on CNET. I bought one and put it on my living room TV, and it was great. I bought another one and put it on another bedroom TV. I use these to watch Netflix, Hulu, and YouTube. I have old TVs and it still works! It plugs into the USB in the back, and I use my cell phone to connect it to the WiFi. It's so easy, I'll never pay for cable TV ever again.","5.0 out of 5 stars","Reviewed in the United States on July 1, 2022","Melissa Cantrell",4
"FANTASTIC","THIS IS PERFECT for my HP. My co-worker and I have been trying to find a device that will wirelessly connect to the tv's in the classrooms. That way we can move around freely with our laptop rather than having an HDMI cord. This worked! You can stream a tab, or desktop, or file. Just make sure you use your cellphone to set it up for the internet, then your chrome browser to cast it. You can cast your desktop-this way you can still use your firefox window or whatever other programs you want to cast.","5.0 out of 5 stars","Reviewed in the United States on November 3, 2020","Kindle Customer",5
"Works!","Received yesterday. I am not the most technical person, but easy to set up and follow instructions. Just install an app on phone. Must use home WiFi. My phone acts like the remote control after the video is casted to smart tv. Can Lock Screen on iPhone once streaming. Will not disconnect. I like it! I am now able to watch some things that didn’t have an app on my smart tv. FYI. USB cable and plug comes with it. Must plug in to a outlet.","5.0 out of 5 stars","Reviewed in the United States on May 4, 2021","Sacramento",5
"You need to have Chrome installed in order to Stream to your TV","The volume control is a little wanky, use your phone as the remote control. You can't just stream games, videos, and other files that you may have on your computer, but instead have to use Chrome, enable streaming, after setting up the Chromecast which must be networked onto the same WiFi as your computer (home network). It's good for watching YouTube, Hulu, Netflix, Disney+, Prime videos if you don't have a smart TV, or your provider doesn't supply the app, mine does except for Disney+. which is probably proprietary anyway. Enjoy streaming to older TVs, it's good for that.","5.0 out of 5 stars","Reviewed in the United States on July 12, 2021","VegasDoc55",5
"Awesome","You must have good Wi-fi in order to use it, and if you do, this is awesome. Super easy to set up and cast from your phone, tablet or laptop! No complaints what-so-ever. Just may need to get used to having less control over the ""controls"" on your laptop/device while casting. Sometimes the controls on my laptop for youtube or Netflix disappears and there may be a lag between the laptop's Netflix and the casting. Not sure what the reason is but it doesn't not affect usage or viewing so I'm happy with this overall!","5.0 out of 5 stars","Reviewed in the United States on May 10, 2020","SCdancerNY",5
"Why Buy a Chromecast?","I had previously been using an Apple TV streaming box, but I wasn't satisfied with the streaming options or the user interface, especially since it was the only Apple product I owned. It was $60.00 when I bought it, by the way. Then I started reading about Chromecast and decided on giving it a try. I found one on Amazon for $23.00, and omg what an improvement!! I am thoroughly pleased with it's performance, it's interface, and it's streaming options. Everything is better on Chromecast, so I guess I am converted, no more Apple!","5.0 out of 5 stars","Reviewed in the United States on April 7, 2022","Jared Lopez",5
"Easy install, brilliant tech! I was streaming in minutes.","I bought Chromecast because I have an older Samsung SmartTV and couldn’t add the HBOMax app. That and my iPhone wouldn’t cast to the Samsung directly. I already had the Google Home app on my iPhone, so all I had to do was plug it into the HDMI slot on my TV, choose the Install Chromecast button that appeared at the top of the screen, and follow the wizard to set up the device with a couple of clicks.Everything was simple and I was streaming HBOMax content within minutes of opening the box! Great quality and my TV remote still controls the volume (unlike using a HDMI cable as I tried previously).Disney+ will probably come next!","5.0 out of 5 stars","Reviewed in the United States on April 23, 2021","Madeleine",5
"The perfect 1080 streaming dongle without a remote","This product tickles all the boxes in you know what you are getting, you just need to download the google home app for the initial configuration and it instantly make it possible for all the devices connected to the same network to stream a huge variety of apps like netflix, facebook, youtube, HBO, Disney+ and hundred of apps that are compatible with the streaming device and your computer using google chrome, I even been able to stream anime form some free and perhaps not completely legit sites that uses random web video players . This may be something bad for some people but this device uses your phone or computer as the controller, there is no other way to control it. personally I don't care but Older people like my parent may struggle a bit to use a smartphone instead a tv remote that other streaming devices may have","5.0 out of 5 stars","Reviewed in the United States on August 18, 2020","mateo",5
