"review_title","review_text","review_star","date","author","page"
"Love my Apple TV","Love my Apple TV! I had an Apple TV(2nd gen). Loved it. I wanted more options, so I sold it and got a amazon fire tv. After a month the fire tv started to give us trouble. The hardware and software were just not consistent. Purchased the new Apple TV and was truely amazed at what we were missing. Good, consistent, and beautiful OS.","5.0 out of 5 stars","Reviewed in the United States on February 9, 2018","MadBenco",54
"About the remote control","The remote control is perfect when you update your new Apple TV. Perfect handling and perfect swipe detection after update.","5.0 out of 5 stars","Reviewed in the United States on March 29, 2020","James H Glenn",54
"The remote is complete garbage, everything else is great","I love this product except for the remote. The remote is complete garbage and a big deal in my opinion. We are planning to use a different remote once we get all the arc components setup but the remote is really bad. The remote is not glitchy, it is just designed so poorly. The touch pad is horrible and I hate using it. Why make something more difficult than it needs to be while bringing no additional value. Replace the touch pad with a traditional arrow pad and the remote would be just fine. Not a fan of how thin it is also which makes it feel weird in the hand.","3.0 out of 5 stars","Reviewed in the United States on November 30, 2020","J. Loomis",54
"Love it","Love it","5.0 out of 5 stars","Reviewed in the United States on August 29, 2019","Goddess Glam",54
"Reliable","Even with a cumbersome remote and UI Apple TV works great for streaming and has enough processing power!","5.0 out of 5 stars","Reviewed in the United States on December 16, 2019","Nathan Thomas",54
"I’m sure this will be a great addition to our TV viewing once we get use to it.","We are accessing more shows on both our TVs. After the set up of the Apple TV it is trial and error to get use to it.","5.0 out of 5 stars","Reviewed in the United States on December 21, 2019","Ruth Johnson",54
"Beautiful screen color, horrible voice to text and remote","I purchased this product 6 months ago. The product arrived in a timely manner and looked exactly as pictured.PROS:1. Picture quality is amazing2. Lots of apps to choose from3. The device and remote look very nice.CONS:1. The remote control is a pain to use. After 6 months I absolutely detested the remote.2. The voice to text was rarely correct. When it was correct I would hit submit/send and it would then re-analyze the voice to text and change it. It was incredibly frustrating.3. The device is expensive at $200.00 USD.After 6 months of frustration I decided to purchase Google TV. It has the same beautiful picture but the remote is much easier to use and the speech to text works almost perfectly. The actual Google TV (the physical device and remote) are not as pretty as the Apple one but they do a much better job. Google TV was 25% ($50.00) the cost of Apple TV.","1.0 out of 5 stars","Reviewed in the United States on July 8, 2021","S. Scott",54
"Excellent Choice","Great Product! Better than I expected!","5.0 out of 5 stars","Reviewed in the United States on August 25, 2019","T. Hicks",55
"Five Stars","Excellent product and simplest way to show photos to large family groups. Have 2 of them.","5.0 out of 5 stars","Reviewed in the United States on March 26, 2018","Amazon Customer",55
"Easy set up","Works great. Easy set up","5.0 out of 5 stars","Reviewed in the United States on August 18, 2019","Amazon Customer",55
"Great interface, easy to use and setup","Cut the cord and started with this product. We will be purchasing a few more.","5.0 out of 5 stars","Reviewed in the United States on July 2, 2019","Teran Steele",55
"Disappointing. Look elsewhere or stay with cable/satellite.","The Apple TV 4K 64 GB has been a disappointment. I bought two and am currently trying to get rid of them. The user experience is ruined by the below average interface (compared to those of either Dish, DirecTV or Xfinity) and the shambolic Siri remote. The mode of navigation between various contents is endless cumbersome scrolling. There are no numbers on the remote or other typical shortcuts. I use Fubo and Apple TV+ as my main content providers and in both cases navigating to the desired channel or show is clumsy. The remote has too few buttons and the touch pad is sensitive to the point where you cannot even touch it inadvertently without some adverse effect. The forward/backward skip interval is only 10 seconds instead of the typical 30 seconds and infuriatingly buggy.The Apple TV OS is mostly stable with occasional bugs, like the one described above and freezing unrelated to the internet speed (mine is wired gigabit).On a related topic, beware of 4K. It uses bandwidth at ~8 GB/hour, which means that the typical 1 TB/month limit imposed by your internet service provider will be reached in 128 hours of TV use alone. I had to limit both of my Apple TV 4Ks to 1080p in order to get by and let the TV do the upscaling to 4K with zero discernible viewing difference.","1.0 out of 5 stars","Reviewed in the United States on February 13, 2020","SEK",55
"The remote SUCKS","Works well but the remote is terrible. It’s small, slippery and sensitive to any touch. Place it face down and it cancels the show. The cat steps on it and fast forwards it. Pick it up and it pauses. Leave it on the couch and it’s gone between the cushions. Any contact on that glass panel interrupts what you’re watching. If you have adult sized hands, forget it. The same designers who put tiny buttons on phones must have made this. It’s certainly cute and probably won some design award somewhere, but functionally it is crap.","3.0 out of 5 stars","Reviewed in the United States on April 22, 2020","DWT",55
"TOUCHY REMOTE","The remote is very touchy which is just a minor inconvenience. But generally the Apple TV is the best thing since roku.","5.0 out of 5 stars","Reviewed in the United States on February 2, 2020","Hailey reed",55
"Great apple product","I use it with you tube tv","5.0 out of 5 stars","Reviewed in the United States on May 12, 2021","Amazon Customer",55
"Smooth and Convenient","Purchased this because I could not stand the lag on my build-in Android system on my TV. The siri function is awesome allowing me to find my favorite shows by just talking.","5.0 out of 5 stars","Reviewed in the United States on March 13, 2018","MalyBang",55
"Great Apple device","It was a great update for my kids","5.0 out of 5 stars","Reviewed in the United States on January 11, 2020","Robert Johnson",55
"Five Stars","No issues. Works good","5.0 out of 5 stars","Reviewed in the United States on July 20, 2018","Davis Sald",56
"Better every day!","We have an Apple TV in every roomThis newest one is amazing!","5.0 out of 5 stars","Reviewed in the United States on March 14, 2020","Laura Jost",56
"Best ever!!!","Me and my husband love this!!! We don't have cable so this allows us to watch alot of our shows still on our time.","5.0 out of 5 stars","Reviewed in the United States on December 25, 2018","Vince Stowell",56
"Great User Experience","I recently switched to this new AppleTV 4K after using an Amazon Fire 4K device, Google Chromecast, and an older generation AppleTV. This is the most expensive of all of those mentioned, but Apple really makes the user interface elegant and seamless. With my 4K UHD TV, I am able to access a full range of video and audio controls because of the Dolby Vision integration. Ironically, the TV I use has a built in FireTV interface, and I can do way more to control the video and sound via the AppleTV 4K than I can through the native software on the TV itself. Because of this, I get a lot more out of the TV in terms of quality, and since I have a whole bunch of other Apple devices already, the TV seamlessly integrates with the whole ecosystem. The apps rarely freeze or glitch, which happens constantly with any Amazon Fire device that I've had, and the UI controls are the same throughout, which is also not the case with other Streaming TV platforms I've used. The system is also very fast, which little lag time or hiccups, which was also a constant issue with my FireTV devices. Overall, I'm very impressed with the AppleTV 4K and it is the primary way I access streaming content now.","5.0 out of 5 stars","Reviewed in the United States on November 13, 2020","Forrest",56
"No problems excellent purchase","Excellent purchase","5.0 out of 5 stars","Reviewed in the United States on June 11, 2020","joseph sgro",56
"I should have purchased this sooner!","Love the ease of use.","5.0 out of 5 stars","Reviewed in the United States on January 18, 2020","Doctoringwhilefemale",56
"Good Replacement for an Amazon Fire TV","We got another TV for our living room and relegated our older TV to the den with the Amazon Fire TV we'd been using with it. When searching Amazon for a replacement unit, I found the flat, thin, square, functional box type unit we'd been using has been replaced with a ""cube"" that comes with numerous microphones so the user has not real expectation of privacy r/t Alexa. The older unit we had required the user to hold down the microphone-rebus button the remote control to activate Alexa. Better for privacy, requires actual intent to use. For that reason, I bought the Apple TV.The Apple TV set up seamlessly and easily using one of our Iphones and our Apple account. Siri voice activation can be turned off. User interface makes okay sense over against the Fire TV interface. Apps are easy to find and download. Streaming is about as hassle-free as our old Fire TV unit. No worries about finding the remote because our phones or Ipads have that functionality with the Apple TV. Still learning some of the devices settings, but overall a positive experience using this item.Oh. The remote - that's my only real gripe - touchscreen & click functionality takes some getting used to. Also, it's easy to invert the remote and think you're using the touchscreen when really, that's the palm of your hand activating random apps or settings on the screen. Easy to find the Menu button, though.","4.0 out of 5 stars","Reviewed in the United States on August 9, 2020","Christov",56
"Easy to use","The setup was easy and quick. The remote is awesome and simplifies the whole experience.","5.0 out of 5 stars","Reviewed in the United States on August 27, 2019","KP",56
"Failed Slightly Over 1 Year Mark","I also had a pretty constant need to reboot the Apple TV due to technical issues... It didn't handle my library properly... and after many hours of usage, it could become a bit flaky.Really dislike the warrantee I was offered and have yet to be able to even place a claim despite Square Trade being on the hook for a three year period... They will do whatever they can do to put roadblocks both via process and technology in your way to avoid paying anything... at least that has been my experience.","1.0 out of 5 stars","Reviewed in the United States on October 22, 2019","William S. Ott",56
"Dolby Vision","So if you have a 4K OLED TV and you hate cable, this is the answer. Before you haters start calling me an apple fan boy I need to tell you that I was using OSMC (Kodi) running on a raspberry pi 3+ for my older 1080p TV. Since I upgraded my TV to 4K OLED I wanted to try out something more powerful. I ordered both Apple tv 4k and Nvidia shield (without the game controller) after my extensive research. In the end I returned the shield.What makes this Apple TV superior compared to the Nvidia shield? It comes down to dolby vision. If you recently moved from a regular LED TV to OLED TV then you could have noticed that OLED TV is not as bright as regular LED TV, this is normal for OLED TV and they are meant to be watched in a darker environment. When I watched the same 4K Netflix show on both Nvidia shield and apple TV, I noticed that apple TV will automatically enable Dolby vision which not only makes the picture much brighter but also gives you a more realistic representation of the colors in the show. Dolby vision is not supported by Nvidia shield. In order to take full advantage of Dolby vision you will need to connect Apple TV with a high speed HDMI cable.Siri is OK in my experience, I don't like to use it very often but when I have to search for something I could just speak which beats the hell out of trying to type on the screen one letter at a time. Yes, if you own an iPhone you could use that for typing as well but trust me, speaking is always faster. The search function is nice as it can search for shows and movies across the apps. Sometimes when I want to watch a movie and I'm not sure if it is on Netflix or Amazon or HBO I could just have Siri search for me.The remote is not comfortable to use as it is very small and flat, I guess it's not meant to be held in your palm but rather lay it flat in your Louis Vuitton tray and classically sliding your finger on top of it to control the TV. Well i won't know because I couldn't even find it anymore since it slipped into the crack between my sofa.Yeah just use the TV remote if you can. my LG TV remote can control pretty much everything on this apple TV.","5.0 out of 5 stars","Reviewed in the United States on April 8, 2019","Highland Oasis",56
"Picture quality","Excellent from a tech guy prospect myself it’s amazing!","5.0 out of 5 stars","Reviewed in the United States on April 8, 2019","Caringmomma",57
"Five Stars","Great product","5.0 out of 5 stars","Reviewed in the United States on May 7, 2018","DANIEL RODRIGUEZ",57
"Update Your Software!","Ok- I was ready to send this beast from hell back after about 3 hours of banging my head against the wall. I could not figure out how to watch Apple + shows and every set of official and non-official instructions said, just ""click on the Apple TV app and watch your shows."" HAHAHAHA!After a couple hours of successfully stringing together some very creative adult only phrases and dirty looks from the dog, I gave up and went to watch some YouTube videos and some guy made an off-hand comment when describing the interface- ""oh yeah here is where you update the software."" I'm pretty tech savvy and am embarrassed to say that didn't even occur to me. So I did. And voila' as the French say, it worked. Before updating it had the old Apple TV app on it. Once I updated the new one with the new familiar icon was there and I was ready to roll into some sweet Amazing Stories.So- I'm pretty happy now- it was easy to setup (with the exception of the previously mentioned buffoonery) and looks and sounds great. It was very easy to integrate with my Logitech Harmony remote. Downloading apps like Netflix and others was easy-you just have to sign in with your Apple ID.So-4 out of 5 stars because of the software update fiasco (I should have thought of it, but hey I can't take the blame for everything- we're in the middle of a deadly corona virus pandemic and I need to keep my self esteem up.)Bottom line- update the software! Then I think you'll be happy!","4.0 out of 5 stars","Reviewed in the United States on March 19, 2020","Charles Boothe",57
"Next Level Experience!","Major upgrade. Love it compared to the older model and much better than Android TV.","5.0 out of 5 stars","Reviewed in the United States on December 31, 2019","Dee",57
"Nice Apple TV when it works!","I've made this my go to TV setup even though I have Directv. The speed at finding shows is much faster and the access to multiple news channels can't be beat.Was really enjoying this, but it's now starting to have problems. It tends to lockup and requires I pull the AC plug for a reboot. It's also having problems with Hulu. Each time I come back to Hulu it plays a past show that won't turn off. If you click on a new show you now have 2 shows going at the same time. Click on another show and you now have 3 shows playing. The only way to stop this is to pull the AC plug and force a reboot.I do like voice search, which is much faster than punching buttons. Some apps require a computer login each time you return to the app. Others seem to remember your back and let you in without logging back into the app. The pictures is sharp and clear. The remote is very nice and easy to use. I do wish there was a color and textile difference between the 2 halves. I've touched it upside down and exited my shows more times than I can count.Pros:Voice searchMultiple variation of channelsSharp picTiny sizeRemote is easy to useConsCan lock up. Requires AC pull Reboot.Hulu tends to play past shows without you selecting. Requires AC pull Reboot.Some apps keep asking you to login via a computerNeeds a Reboot Button on the back and or the remoteEdit 3/27/20Lowered another star, because of the constant reboots for Hulu. Keeps playing multiple shows at the same time.Only way to stop this mess is to pull the AC plug.Some Apps still force me to login with a password or go to a website to login with their provided password.","2.0 out of 5 stars","Reviewed in the United States on March 18, 2020","Jeffpb",57
"Easy to use","Works great","5.0 out of 5 stars","Reviewed in the United States on December 15, 2019","chris mader",57
"Sooo goood","Loved. It","5.0 out of 5 stars","Reviewed in the United States on December 29, 2019","G. L. Martin",57
"Great performance. Smooth interface.","I have one of these hooked up to an LG OLED55B7P and it's a great pairing. I'm currently running tvOS 12 beta, which enables Dolby Atmos support (in addition to Dolby Vision, which is already supported in the stock tvOS 11 version).Image and sound are excellent. Arguably that's largely a credit to the attached components, but Apple's box is capable of providing the content to match. The iTunes content is often a little ahead, but other content is not far behind (e.g., I also regularly use the Amazon Prime Video app on Apple's box and that work really well also).Where I find that the Apple TV experience really shines, however, is the grace and fluidity of the user interface. Somehow, alternatives I've tried (a) often stutter (performance problems), (b) have an unintuitive navigation system, and/or (c) are unattractive. I'm talking about the on-screen interface here, but also about the remote: The remote is easy to grip, the buttons are human-sized (so many remotes have these tiny buttons that require some focus to actually operate), and the touchpad (the upper area of the remote) makes navigation intuitive and very fluid. I own the previous-generation model of this too, whose remote was frequently criticized for being too symmetric. I didn't really find it a problem because if I gripped it upside down my thumb would fall on the volume button instead of the menu button, and the former has a different shape (it's oblong). However, Apple did respond to that criticism in two ways: visually (by adding a bright white ring around the menu button) and physically (by adding a raised edge to the menu button, giving it a very distinctive tactile feel). The remote may still not be perfect, but it's my favorite among all the many remotes in the house. Thanks to HDMI CEC (which allows Apple TV to wake/sleep the screen, and control volume), it's the only remote I need to operate our TV (we get all of our content through Apple TV; e.g., we don't have a cable subscription).Recent tvOS versions also enable AirPlay 2, which allows us to use the TV as an additional audio source in a whole-house audio solution. If you're invested in Apple's overall ecosystem, it's a nice little perk too.","5.0 out of 5 stars","Reviewed in the United States on July 2, 2018","David V.",57
"The Apple TV is fine but the ""touch"" remote control is horrible.","I upgraded from an earlier version. While I have no problems with the Apple TV, the remote is just terrible. It is a combination of buttons and touch. The touch part of the controls are extremely sensitive. It's very difficult to control the curser. And once I have the cursor where I want it, say to select a video, the act of pushing down to click on that selection is enough to change the location of the cursor so I end up opening something else. For the same reason using the search feature is a nightmare. And you can sometimes pause a video with just a touch on the remote, other times you must click. Half the time I pause a video only to have the cursor move and open more options when try to restart the video. My wife refuses to use the remote after trying it a few times. Makes me really wish for the older controls.","3.0 out of 5 stars","Reviewed in the United States on March 22, 2021","danmonsterman",57
"Typical Apple design at the expense of some usability","Hardware and software seem quite reliable, they work flawlessly with no loss of signal or picture/sound quality. The problems come in, however, when using this twitchy remote. As is typical with many Apple products, in their attempt at making a bit of technology so streamlined (for looks) and ""intuitive"" for easy use, the end result is quirky with a few inherent usability flaws.The touch pad is ridiculously over-sensitive, inaccurate, and a sure-fire way to lose your place if you try and tap-back 10 seconds, or use the finger-slide method to scroll backwards in your video/show... Heck, it even kicks you right out of the video you were enjoying! ARGH!!! Sometimes, Tim Cook/Jonny Ives, fewer buttons doesn't equate to easier use. Four stars is generous, minus one for the lousy remote interface. Better yet, load the Apple TV App on to your phone, and use it that way.","4.0 out of 5 stars","Reviewed in the United States on April 7, 2020","average hubby",57
"Useless for Xfinity app casting.","Objective: watch basic cable on apple TV because casting from laptop to TV is a clunky setup.- Xfinity app is not available on Apple TV. Despite claims of both Apple and Xfinity.- Xfinity app launched on iphone, but refused to cast on TV via airplay because ""This video stream is not playable under the current device conditions"". Also known as ""we are really scared you're gonna open a neighborhood theater, and that you are thick enough to use overpriced apple products for that instead cheap laptop and DVI cable.""Final decision: Apple TV is useless for streaming basic cable. Looks like laptop and DVI cable stay for good. No plans to open a neighborhood theater, now, yesterday, or in the future.","1.0 out of 5 stars","Reviewed in the United States on December 23, 2018","Oleg",58
"A bit expensive","Good apple products","5.0 out of 5 stars","Reviewed in the United States on September 30, 2019","Seng ah loh",58
"One shiny apple!","We have a Samsung television and apple phones and computers. This has not made for an easy relationship! A few weeks ago we started having trouble with the Smart Hub on the TV which wouldn’t allow us to watch any of our streaming services. One of the solutions was to bypass the smart hub altogether and get the Apple TV. When it arrived, we had it installed and set up with our streaming services in less than 15 minutes. After the hours we spent trying to fix the smart hub, we were totally impressed by the product. The remote voice control is perfect and the sleek, responsive touch pad is why I love Apple. Samsung may continue to make integrating Apple products difficult, but this product restores my belief in why Apple is at the top of the game.","5.0 out of 5 stars","Reviewed in the United States on September 7, 2020","Michelle Bickers",58
"Excellent","Very nice!","5.0 out of 5 stars","Reviewed in the United States on June 9, 2019","Nicos",58
"I love this","Positive","5.0 out of 5 stars","Reviewed in the United States on August 23, 2019","Amazon Customer",58
"Excellent","Like everything about it","5.0 out of 5 stars","Reviewed in the United States on December 23, 2019","vernon e alley",58
"Still awesome","Sometimes the touchpad doesn’t work. Super confusing.","5.0 out of 5 stars","Reviewed in the United States on February 14, 2020","MJDaniels05",58
"If you want the best picture quality, this is it.","Best picture quality of any of the boxes.","5.0 out of 5 stars","Reviewed in the United States on September 1, 2018","Nick Costides",58
"The worst remote I've ever used.","The new interface is attractive, but the remote is so lousy, I can't be sure if the interface is slow, or it's just the connectivity issues with the remote. I cannot stress enough just how horrible the remote is. They replaced a normal directional pad with this clunky touch sensitive pad that either doesn't work at all or lags and then clicks four steps beyond where you want it to go. And for some reason, the remote also disconnects and reconnects at random, making the user experience that much worse.And a side note, they added volume control to this remote...thumbs up, Apple....but they didn't give you a TV power button. So you still have to keep a second remote around.The picture quality is great, and I see zero issues with 4k streaming. But considering the remote issues, I still have a hard time imagining how this made it last quality control at Apple.","2.0 out of 5 stars","Reviewed in the United States on February 29, 2020","Liquid Drummer",58
"Great Apple TV","Love the remote control.","5.0 out of 5 stars","Reviewed in the United States on January 16, 2021","Vernon Brown",58
"Best upgrade to my home Theater system, yet.","FINALLY a streaming device that is super easy to use and streams with no lag. I had delays with chromecast device, Roku was a disappointment, Amazon devices couldn't even keep up with prime video and I continually had to check for updates, even though auto updates was selected. So, the Fire Cube and the fire tv devices froze often. Not so with this device. It is streaming Spectrum (easily), Prime, netflix, and youtube. I run it via my iphone, which is super easy - much better than remote that came with it. Hate that thing actually, and threw it in a drawer. Wish it had the ability to control sound, but I can deal with that. This was a great buy and upgrade.","5.0 out of 5 stars","Reviewed in the United States on November 26, 2020","DrJaybo",59
"Must have","Loved it","5.0 out of 5 stars","Reviewed in the United States on July 23, 2019","Rasha",59
"Picture Quality Surpasses All Other Streaming Devices","The picture quality is absolutely stunning. I have a 65 inch LG 4K TV that’s 1-year old. I have used a 4K ROKU and the LG’s own built in APPS to watch Netflix in 4K. Neither of those compares to the picture quality I am seeing now. Not by a long shot. When I 1st setup the Apple TV device it asked me if I wanted to use Dolby Video 4K at 60Hz. It did a little compatibly test and Boom it used that setting. Everything and I mean everything I play looks better. It’s comparable in quality to a movie played on my Oppo 4K Blu-Ray player. That alone I thought would be impossible due to the higher compression rate of streamed video. If you have a high end TV you absolutely must own this device.","5.0 out of 5 stars","Reviewed in the United States on October 16, 2020","CyberTom",59
"... probably cancel my expensive cable because has so many great programs!","Will probably cancel my expensive cable because has so many great programs!","5.0 out of 5 stars","Reviewed in the United States on July 14, 2018","Margaret Sheriff",59
"Not a Reliable Streaming Platform","I have to say I wanted to love this product as I have loved all apple products, and when it came out of the box I did. The issues only started when I used it for what it was designed for - to stream content. The most important problem with the Apple TV is the fact that it does not reliably play streaming content and often goes into a death spiral “spin”. You know what I mean about that wheel of death. Even when it does not freeze and try to reload altogether, it frequently just stops producing audio or gets stuck on the video even though the audio keeps going. I have almost a gig of reliable download speed from Xfinity, so my bandwidth is not the problem. I was so frustrated tonight that I disconnected the thing - no easy feat because it is wired into the home theater and connect my Fire Cube from another room - bang, back in business and no issue whatsoever. So if it is not the network and another streaming platform has no issue, then it has to be the Apple TV. I thought I was just going to have to eat the cost and go buy another Fire TV, but I was super happy to find I could still return it. One other negative is the remote. It looks SOOOO beautiful, but whoever thought a fragile glass TV remote was a good idea lived in a china shop with no people. Remotes get dropped, they fall through cushions and end up on the floor. Less than 2 days after having it, there was a ship in the glass. On top of that, the remote does not respond to the touch pad swipes. You are swiping and swiping - it does not repond and then suddenly it does and you are five icons over from where you were trying to get only to repeat the whole cycle again. Yes the Fire TV and Roku (I have both in different rooms) are a bit slower with the mechanical button, but at least they respond when you push them. One upside I liked and which sold me to try it when I had such good experience with Fire TV was the year free Apple +. We watched a few things and the content was excellent, but if I want that I can just pay for it on the app I download on Fire TV and not have to deal with the frustration of the streaming freezing all the time.","2.0 out of 5 stars","Reviewed in the United States on June 27, 2020","Deanna Legge",59
"The remote control is terrible and no directions were included.","I recently purchased my second Apple TV unit, 4K 64GB.I have always enjoyed Apple TV as overall as it has good. I have always used an aftermarket remote for my system so I neve dealt with the Apple TV remote that comes with the unit. I have tried to use the Apple TV remote and I can't believe how difficult it is to use. There are no directions for the remote included which is ridicules. I wonder how many units get returned due to no instructions.My advise to those who want this product. You need a certain level of skill to install and use this product. If you have minimal or no experience with computers or electronic devices I suggest that you find someone to help you that has experience. Also, I strongly suggest using an aftermarket remote as your experience with product will be greatly improved.. With an aftermarket remote Apple TV becomes easy to use.","3.0 out of 5 stars","Reviewed in the United States on February 1, 2021","56 Sunliner",59
"Will not work with Xfinity Stream app","Easy to set up but after several attempts it would not connect to my WiFi. Apple support had to guide me through a “hard reboot” and then it worked fine. Xfinity customers beware. I have two iPhones and an iPad that all have the Xfinity Stream app that allows us to watch whatever is live or recorded on my Xfinity dvr. I made the mistake of assuming that I would be able to do the same with Apple TV. WRONG. The Apple TV App Store is much different than the iPhone App Store. The Xfinity Stream app is not in the Apple TV App Store and another call to apple tech support told me that you cannot get Xfinity Stream for Apple TV. This was disappointing because it was the main reason I bought Apple TV. 5 stars to apple tech support. They answered quickly and I got to talk to friendly and knowledgeable people that I could actually understand. The other functions of Apple TV worked great and it is a wonderful product. It just wouldn’t do what I wanted it to.","3.0 out of 5 stars","Reviewed in the United States on February 3, 2019","Harry",59
"You Know It's Gonna Be Good","We purchased this, our 2nd Apple TV 4K for a second TV. The great thing about Apple products is you know it's going to be good, and consistently so. The applications are peppy, and solid. The device starts quickly and like all other Apple hardware, just works. The picture and sound quality is terrific. We love being able to watch local channels (with the Channels app and a HDHomeRun), AppleTV+, YouTube, Netflix, and Prime Video all on the same device with a flick of the thumb.Opinions vary when it comes to the remote control, but we find it to be a very elegant and effective solution. I'm amazed with the battery life. With occasional use, we've gone a year without needing a charge on our other AppleTV. Incredible.","5.0 out of 5 stars","Reviewed in the United States on July 9, 2020","W. M. Elliott",59
"Great picture!","The remote is terrible","5.0 out of 5 stars","Reviewed in the United States on August 11, 2019","Bullet Bob",59
"Awesome upgrade!","The screensavers are mesmerizing and the user interface is very intuitive!!!","5.0 out of 5 stars","Reviewed in the United States on December 27, 2019","Sarah",59
"It Was Worth it to Me","This was my first and only Apple product purchase and so far it was worth every penny. I do not have a 4K TV yet, but I do have a huge iTunes library of TV and movies that I have purchased via iTunes for Windows over the years. It made more sense for me to purchase a streaming device that would allow me to access my iTunes library and Apple TV let's me do that.The packaging was just beautiful. Setup was intuitive and super easy. Unlike some, I just love the remote (once I figured out that you need to press down on the top of the remote to click on an item). The resolution on my OLED TV is just beautiful. The Apple TV runs super fast for me and has hundreds of free apps, podcasts and shows to watch. The settings menu is thorough and allows numerous privacy options. The aerial screensaver is spectacular.So why not 5 stars? Audio is why. It is shocking to me that in the 21st century audio options would be so limited (especially from Apple!). That being said, the 5.1 surround sound works great and sounds fine.Yes, I could have purchased a less expensive 4K streaming device that would have provided a few things Apple TV doesn't but I wouldn't have had access to my iTunes library. So, all in all I am pretty happy with Apple TV. Would gladly purchase again.","4.0 out of 5 stars","Reviewed in the United States on March 17, 2018","RDSWY4",60
"Great product","Love it","5.0 out of 5 stars","Reviewed in the United States on July 30, 2019","Kris",60
"love it!","perfect","5.0 out of 5 stars","Reviewed in the United States on July 1, 2020","Hannah Conner",60
"Coolest device since sliced bread.","Coolest device since sliced bread. Be sure to install tubi for FREE. You can watch movies and TV shows for FREE with NO subscription, and they have different movies than the Amazon-NETFLIX track.I don’t like how tiny and slippery the remote is. The mouse-clicker on the remote is also too sensitive. If you put it in your pocket while a video is playing, chances are you’ll click it unintentionally.I don’t like how you cannot skip ahead or reverse 10-seconds easily with the YouTube app like you can with every other video platform (Amazon app for tvOS, hulu, etc.). Perhaps that is a design flaw with the YouTube tvOS app.Not sure I am satisfied with the minimalist tvOS interface. It leaves me wanting more. It would be cool if I could use word processing apps with a Bluetooth keyboard on my Apple TV (via my TV), but it doesn’t seem to work that way.I like how I can connect my Bluetooth earbuds/earmuffs to my Apple TV and listen privately without bothering anyone else in the home.Sometimes Siri doesn’t understand me exactly, which is strange, considering that there is a microphone built into the remote in my hand. Also, this is not your normal Siri, but rather this is Siri’s retarded little sister who can only do specific commands as clearly stated: “FF 30sec,” “Play ‘Terminator’ on Amazon,” etc. If you ask tvOS Siri who is the President, she won’t know what you’re talking about.I like that I can put my Apple TV to sleep and my TV turns OFF (sometimes) and turns back on when I awaken my Apple TV (sometimes). I also like how I can teach my Apple TV remote to learn Vol. UP/DOWN for my sound bar, but it cannot turn ON/OFF my sound bar.I LOVE how I can use my iPhone/iPad as an Apple TV remote by swiping down my Control Pane. I also love how I can wirelessly mirror my iPhone/iPad and stream videos from my iPhone/iPad with my Apple TV. That is the coolest!","5.0 out of 5 stars","Reviewed in the United States on August 17, 2019","Nick B.",60
"Apple TV","Very happy with the product.","5.0 out of 5 stars","Reviewed in the United States on January 15, 2020","Arwal",60
"Es un buen artículo","Es el 2do","5.0 out of 5 stars","Reviewed in the United States on April 20, 2019","Efrain Vilca Tomaylla",60
"Awesome","Love it!","5.0 out of 5 stars","Reviewed in the United States on August 10, 2018","sean lagers",60
"easy to use","funciono perfecto desde la instalacion","5.0 out of 5 stars","Reviewed in the United States on December 9, 2019","moze",60
"good","best buy!!!","5.0 out of 5 stars","Reviewed in the United States on February 19, 2020","kimsumi",60
"Five Stars","Great product. Easy to setup and use.","5.0 out of 5 stars","Reviewed in the United States on January 24, 2019","jgeorge",60
"A little more costly than some other options but solid integration and AppleTV+ sweetens the deal","Bought this as an upgrade to replace a 4th generation lightly used AppleTV (2015 model), already connected to a 4K display. It was very easy to transition from 4th generation to 5th (4K) generation, as it kept the app layout intact. The upgrade took far less than 30 minutes. I enjoy the sharper images, but it really wasn't bad beforehand. It's just forward progress and product refinement.Update (8/2020): An additional refinement for customers using wired connections, one which I overlooked initially, is the move from 10/100 on the HD model to gigabit Ethernet on the 4K model. If your downstream path is responsive enough, 4k streams pop up nearly instantly.Content offerings have improved steadily since I first wrote this review back in 2017— making this an even more solid purchase today thanks to an expanded variety of content available including AppleTV+ and Amazon Music. I have added an additional 4K unit to fully replace my HD unit, which has now been relegated to my travel kit.","5.0 out of 5 stars","Reviewed in the United States on May 10, 2018","Tim Boda",61
"A swing! and a miss","OK, so it's a streaming box, and an expensive one. I expect it to have a good user interface, but it's remote is poorly thought out. I used it with the Youtube TV app, and that combination was awful, partially due to the Apple remote, and partially due to the Youtube App. The remote has a small trackpad on top, which functions worse than the trackpad on the 8 year old Samsung remote I have in another room, and I didn't think anyone could make a worse remote than Samsung. And you wanna turn the TV off? No on/off button, you have to hold down one button to bring up a menu, and then go to the trackpad and tap. Sheeesh. I also bought a $39 Tivo Stream 4K, and it's better. I'm going to try the nVidia Shield pro next, fingers crossed. This Apple abomination is going back (and I have a ton of apple products).","2.0 out of 5 stars","Reviewed in the United States on January 5, 2021","Ken W.",61
